variable,path,filename,datetime,date,year,month,day,hour_utc,minute_utc,second_utc,local_utc_offset_hours,local_hour,time_bin,parsed_token,date_parse_method,date_parse_ok,crs,epsg,original_width,original_height,driver,dtype,nodata,bounds,mean,median,min,max,std,p05,p25,p75,p95,valid_pixel_count,valid_aoi_pixel_count,total_aoi_pixel_count,total_pixel_count,coverage_inside_aoi_percent,coverage_percent,pixel_size_x,pixel_size_y,aoi_footprint_pixel_count,read_ok,error
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190221T071822_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190221T071822_aid0001_32N.tif,2019-02-21T07:18:22,2019-02-21,2019,2,21,7,18,22,2,9.0,morning,20190221T071822,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.0006618514307774603,0.0,0.0,1.0,0.025717956945300102,0.0,0.0,0.0,0.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190221T120841_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190221T120841_aid0001_32N.tif,2019-02-21T12:08:41,2019-02-21,2019,2,21,12,8,41,2,14.0,midday_afternoon,20190221T120841,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.6495369672775269,1.0,0.0,1.0,0.45444682240486145,0.0,0.055330660194158554,1.0,1.0,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190222T111706_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190222T111706_aid0001_32N.tif,2019-02-22T11:17:06,2019-02-22,2019,2,22,11,17,6,2,13.0,midday_afternoon,20190222T111706,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.785054624080658,1.0,0.0,1.0,0.39192745089530945,0.0,0.8773450255393982,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190225T101921_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190225T101921_aid0001_32N.tif,2019-02-25T10:19:21,2019-02-25,2019,2,25,10,19,21,2,12.0,midday_afternoon,20190225T101921,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.655250072479248,0.999992847442627,0.0,1.0,0.45784658193588257,0.0,0.0,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190228T092317_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190228T092317_aid0001_32N.tif,2019-02-28T09:23:17,2019-02-28,2019,2,28,9,23,17,2,11.0,midday_afternoon,20190228T092317,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.7098281979560852,0.9999999403953552,0.0,1.0,0.40701401233673096,0.0,0.41621318459510803,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190604T145035_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190604T145035_aid0001_32N.tif,2019-06-04T14:50:35,2019-06-04,2019,6,4,14,50,35,2,16.0,evening,20190604T145035,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9571644067764282,1.0,0.0,1.0,0.12603934109210968,0.7365678548812866,0.9999999403953552,1.0,1.0,7062,7062,34751,94839,20.32171736065149,20.32171736065149,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190608T130928_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190608T130928_aid0001_32N.tif,2019-06-08T13:09:28,2019-06-08,2019,6,8,13,9,28,2,15.0,midday_afternoon,20190608T130928,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8897263407707214,0.9986869692802429,0.0,1.0,0.16956442594528198,0.6071953177452087,0.800032377243042,1.0,1.0,34707,34707,34751,94839,99.87338493856292,99.87338493856292,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190609T122043_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190609T122043_aid0001_32N.tif,2019-06-09T12:20:43,2019-06-09,2019,6,9,12,20,43,2,14.0,midday_afternoon,20190609T122043,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8613293766975403,0.9524269104003906,0.07679814845323563,1.0,0.171405628323555,0.5410224199295044,0.7235099077224731,1.0,1.0,6156,6156,34751,94839,17.71459814106069,17.71459814106069,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190610T162134_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190610T162134_aid0001_32N.tif,2019-06-10T16:21:34,2019-06-10,2019,6,10,16,21,34,2,18.0,evening,20190610T162134,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8937016129493713,1.0,0.11721041798591614,1.0,0.17770372331142426,0.5101737380027771,0.8352978825569153,1.0,1.0,18789,18789,34751,94839,54.06750884866622,54.06750884866622,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190612T112813_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190612T112813_aid0001_32N.tif,2019-06-12T11:28:13,2019-06-12,2019,6,12,11,28,13,2,13.0,midday_afternoon,20190612T112813,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9935994148254395,1.0,0.7618241310119629,1.0,0.030414361506700516,0.9744759798049927,0.9999999403953552,1.0,1.0,233,233,34751,94839,0.6704843026099968,0.6704843026099968,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190613T103920_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190613T103920_aid0001_32N.tif,2019-06-13T10:39:20,2019-06-13,2019,6,13,10,39,20,2,12.0,midday_afternoon,20190613T103920,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8932859301567078,0.96832674741745,0.0062062740325927734,1.0,0.15882521867752075,0.6416271328926086,0.801559329032898,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190614T144037_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190614T144037_aid0001_32N.tif,2019-06-14T14:40:37,2019-06-14,2019,6,14,14,40,37,2,16.0,evening,20190614T144037,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.6753724813461304,1.0,0.02825760841369629,1.0,0.4523877501487732,0.03062189370393753,0.0562547892332077,1.0,1.0,50,50,94,2504,53.191489361702125,53.191489361702125,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190615T103650_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190615T103650_aid0001_32N.tif,2019-06-15T10:36:50,2019-06-15,2019,6,15,10,36,50,2,12.0,midday_afternoon,20190615T103650,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8783114552497864,0.9656804800033569,0.03185746446251869,1.0,0.16689452528953552,0.5967367887496948,0.7739285230636597,1.0,1.0,19801,19801,34751,94839,56.97965526171909,56.97965526171909,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190617T134844_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190617T134844_aid0001_32N.tif,2019-06-17T13:48:44,2019-06-17,2019,6,17,13,48,44,2,15.0,midday_afternoon,20190617T134844,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8240548372268677,0.8875380754470825,0.008354650810360909,1.0,0.17801319062709808,0.48887673020362854,0.7453203201293945,0.9360910654067993,1.0,25668,25668,34751,94839,73.86262265834077,73.86262265834077,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190619T085524_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190619T085524_aid0001_32N.tif,2019-06-19T08:55:24,2019-06-19,2019,6,19,8,55,24,2,10.0,morning,20190619T085524,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8558952808380127,0.9233968257904053,0.004265353083610535,1.0,0.15748970210552216,0.5691174268722534,0.7731327414512634,0.945360541343689,1.0,34735,34735,34751,94839,99.95395815947742,99.95395815947742,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190623T071413_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190623T071413_aid0001_32N.tif,2019-06-23T07:14:13,2019-06-23,2019,6,23,7,14,13,2,9.0,morning,20190623T071413,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.7980027198791504,0.8089107871055603,0.010559657588601112,1.0,0.15770359337329865,0.499322772026062,0.7485630512237549,0.9055713415145874,1.0,33475,33475,34751,94839,96.32816321832465,96.32816321832465,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190624T062441_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190624T062441_aid0001_32N.tif,2019-06-24T06:24:41,2019-06-24,2019,6,24,6,24,41,2,8.0,morning,20190624T062441,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.6682888269424438,0.852471649646759,0.0480525903403759,1.0,0.38336047530174255,0.05809248238801956,0.21294277906417847,1.0,1.0,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190628T093339_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190628T093339_aid0001_32N.tif,2019-06-28T09:33:39,2019-06-28,2019,6,28,9,33,39,2,11.0,midday_afternoon,20190628T093339,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.837673544883728,0.9176592230796814,0.010111872106790543,1.0,0.18002291023731232,0.5174095034599304,0.7081879377365112,0.9769316911697388,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20190630T044036_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20190630T044036_aid0001_32N.tif,2019-06-30T04:40:36,2019-06-30,2019,6,30,4,40,36,2,6.0,morning,20190630T044036,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9102902412414551,0.9203165769577026,0.12984764575958252,1.0,0.0891851857304573,0.7717195749282837,0.8596416711807251,0.9920672178268433,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200131T150849_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200131T150849_aid0001_32N.tif,2020-01-31T15:08:49,2020-01-31,2020,1,31,15,8,49,2,17.0,evening,20200131T150849,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.036783915013074875,0.0,0.0,1.0,0.18399329483509064,0.0,0.0,0.0,0.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200204T133500_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200204T133500_aid0001_32N.tif,2020-02-04T13:35:00,2020-02-04,2020,2,4,13,35,0,2,15.0,midday_afternoon,20200204T133500,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9260621666908264,1.0,0.07372631877660751,1.0,0.14683647453784943,0.6713381409645081,0.9195647835731506,1.0,1.0,17057,17057,34751,94839,49.08347961209749,49.08347961209749,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200205T124732_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200205T124732_aid0001_32N.tif,2020-02-05T12:47:32,2020-02-05,2020,2,5,12,47,32,2,14.0,midday_afternoon,20200205T124732,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.7692133784294128,0.9418074488639832,0.0,1.0,0.3379111886024475,0.0,0.6948931217193604,1.0,1.0,33659,33659,34751,94839,96.85764438433426,96.85764438433426,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200208T120145_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200208T120145_aid0001_32N.tif,2020-02-08T12:01:45,2020-02-08,2020,2,8,12,1,45,2,14.0,midday_afternoon,20200208T120145,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.6772021055221558,0.8825825452804565,0.0,1.0,0.3848966658115387,0.0,0.3877328336238861,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200327T163143_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200327T163143_aid0001_32N.tif,2020-03-27T16:31:43,2020-03-27,2020,3,27,16,31,43,2,18.0,evening,20200327T163143,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.6896290183067322,0.9597312808036804,0.0,1.0,0.43399301171302795,0.0,0.0,1.0,1.0,29583,29583,34751,94839,85.12848551120831,85.12848551120831,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200330T154618_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200330T154618_aid0001_32N.tif,2020-03-30T15:46:18,2020-03-30,2020,3,30,15,46,18,2,17.0,evening,20200330T154618,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.8068400621414185,1.0,0.3385608196258545,1.0,0.2769618034362793,0.34764179587364197,0.44639337062835693,1.0,1.0,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200331T145901_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200331T145901_aid0001_32N.tif,2020-03-31T14:59:01,2020-03-31,2020,3,31,14,59,1,2,16.0,evening,20200331T145901,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.730945348739624,0.9999999403953552,0.12156868726015091,1.0,0.37538138031959534,0.13908186554908752,0.23648513853549957,1.0,1.0,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200403T141346_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200403T141346_aid0001_32N.tif,2020-04-03T14:13:46,2020-04-03,2020,4,3,14,13,46,2,16.0,evening,20200403T141346,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9151279926300049,0.9999999403953552,0.0,1.0,0.1640053540468216,0.5673434734344482,0.9065587520599365,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200404T132602_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200404T132602_aid0001_32N.tif,2020-04-04T13:26:02,2020-04-04,2020,4,4,13,26,2,2,15.0,midday_afternoon,20200404T132602,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.88760906457901,0.9999999403953552,0.0,1.0,0.20270410180091858,0.4782961905002594,0.8672763109207153,1.0,1.0,27308,27308,34751,94839,78.58191131190469,78.58191131190469,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200404T132654_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200404T132654_aid0001_32N.tif,2020-04-04T13:26:54,2020-04-04,2020,4,4,13,26,54,2,15.0,midday_afternoon,20200404T132654,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8808574080467224,0.9999999403953552,0.0,1.0,0.20958790183067322,0.46883437037467957,0.8303304314613342,1.0,1.0,10862,10862,34751,94839,31.25665448476303,31.25665448476303,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200407T124205_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200407T124205_aid0001_32N.tif,2020-04-07T12:42:05,2020-04-07,2020,4,7,12,42,5,2,14.0,midday_afternoon,20200407T124205,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.8168781995773315,1.0,0.0,1.0,0.3267732858657837,0.0,0.7721638083457947,1.0,1.0,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200408T115421_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200408T115421_aid0001_32N.tif,2020-04-08T11:54:21,2020-04-08,2020,4,8,11,54,21,2,13.0,midday_afternoon,20200408T115421,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.8499351739883423,0.9999999403953552,0.0,1.0,0.2846316993236542,0.0,0.8348559737205505,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200413T142716_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200413T142716_aid0001_32N.tif,2020-04-13T14:27:16,2020-04-13,2020,4,13,14,27,16,2,16.0,evening,20200413T142716,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9296621084213257,1.0,0.0,1.0,0.20497249066829681,0.514833927154541,0.9857967495918274,1.0,1.0,28582,28582,34751,94839,82.24799286351472,82.24799286351472,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200415T093837_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200415T093837_aid0001_32N.tif,2020-04-15T09:38:37,2020-04-15,2020,4,15,9,38,37,2,11.0,midday_afternoon,20200415T093837,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9294969439506531,0.9999999403953552,0.0,1.0,0.1486264020204544,0.652617335319519,0.9161292910575867,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
esi,data/ESI/ECO_L4T_ESI.002_ESI_20200417T125534_aid0001_32N.tif,ECO_L4T_ESI.002_ESI_20200417T125534_aid0001_32N.tif,2020-04-17T12:55:34,2020-04-17,2020,4,17,12,55,34,2,14.0,midday_afternoon,20200417T125534,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.9123728275299072,0.9817095398902893,0.036074306815862656,1.0,0.16280588507652283,0.6365005970001221,0.8769994974136353,1.0,1.0,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
